persona_id,name,plan,age,lang,profile,xp,flight_level,momentum_score,momentum_league,active_weeks,weekly_scores,maturity_index,maturity_rank,cmi,rmi,route_proven,route_proven_count,breadth_index,breadth_descriptor,trust_state,title_eligibility,prestige_pei,prestige_nomination,achievements,achievement_ids,cxw,sex,team_contrib,practical,capstone,missions,integrity_hold,clusters,horizons,ldb_mastery_eligible,ldb_momentum_eligible,expected,issues,result
SYN-0159,Synthetic 159,Expedition,adult,en,a11y_compressed,340,3,42.5,Bronze,4,40.0|0.0|0.0|0.0|65.0|0.0|65.0|85.0,37.5,Scout,95.0,49.0,0,0,33.75,Expanding,NORMAL,NOT_ELIGIBLE,46.45,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001,0,0,0,4,0,3,0,3,BLD|LED|OPR,0,1,{'baseline': 'ok'},,PASS
SYN-0160,Synthetic 160,OpenFlight,adult,en,team_passenger,305,3,37.5,Bronze,4,50.0|0.0|50.0|50.0|75.0|0.0|0.0|0.0,37.5,Scout,85.0,49.0,0,0,33.75,Expanding,NORMAL,NOT_ELIGIBLE,36.95,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001,0,0,0,2,0,3,0,3,BLD|LED|OPR,0,1,{'full_mastery_from_team': 'no'},,PASS
SYN-0161,Synthetic 161,MeritRoute,adult,en,team_strong,1185,5,64.17,Gold,8,65.0|60.0|10.0|10.0|40.0|85.0|75.0|60.0,66.25,Specialist,81.67,81.67,1,1,45.75,Expanding,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,78.9,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LIVE-001|ACH-MST-001|ACH-TEAM-001,0,0,7,3,1,5,0,5,BLD|LED|OPR,1,1,{'baseline': 'ok'},,PASS
SYN-0162,Synthetic 162,OpenFlight,adult,ar,integrity,400,3,60.0,Gold,5,40.0|85.0|85.0|85.0|0.0|65.0|0.0|0.0,40.0,Scout,80.0,49.0,0,0,33.75,Expanding,NORMAL,NOT_ELIGIBLE,36.95,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001,0,0,0,2,0,5,0,3,BLD|LED|OPR,0,1,{'baseline': 'ok'},,PASS
SYN-0163,Synthetic 163,Expedition,adult,en,popular_weak,145,2,23.33,Iron,3,50.0|0.0|50.0|0.0|0.0|0.0|40.0|0.0,5.0,Hatchling,0.0,0.0,0,0,27.5,Expanding,NORMAL,NOT_ELIGIBLE,11.5,NOT_ELIGIBLE,2,ACH-ACT-001|ACH-LRN-001,0,0,0,0,0,3,0,3,BLD|PRT,0,0,"{'mastery_from_popularity': 'no', 'prestige_from_popularity': 'no'}",,PASS
SYN-0164,Synthetic 164,OpenFlight,adult,en,steady,810,4,57.5,Silver,5,75.0|50.0|85.0|70.0|0.0|65.0|0.0|0.0,63.75,Pathfinder,78.33,78.33,1,1,45.75,Expanding,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,65.65,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,1,2,1,4,0,5,BLD|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0165,Synthetic 165,WingPass,adult,ar,new,250,2,39.17,Bronze,4,0.0|0.0|50.0|0.0|75.0|50.0|60.0|0.0,22.5,Hatchling,66.67,49.0,0,0,22.5,Focused,NORMAL,NOT_ELIGIBLE,29.95,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001,0,0,0,1,0,3,0,2,LED|PRT,0,1,{'baseline': 'ok'},,PASS
SYN-0166,Synthetic 166,MeritRoute,adult,en,steady,1010,5,73.33,Gold,6,75.0|50.0|70.0|85.0|0.0|75.0|85.0|0.0,63.75,Pathfinder,81.67,81.67,1,1,52.0,Multi-Horizon,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,72.65,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,1,3,1,6,0,5,BLD|LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0167,Synthetic 167,FlightPass,adult,en,high_act_low_ev,590,3,56.67,Silver,8,40.0|50.0|50.0|60.0|60.0|50.0|60.0|60.0,7.5,Hatchling,0.0,0.0,0,0,70.0,Integrated,NORMAL,NOT_ELIGIBLE,20.0,NOT_ELIGIBLE,2,ACH-ACT-001|ACH-LRN-001,0,0,0,0,0,18,0,9,BLD|LED|OPR|PRT,0,1,"{'high_xp': 'yes', 'route_proven': 'no', 'title': 'no', 'prestige': 'no', 'mastery_strong': 'no'}",,PASS
SYN-0168,Synthetic 168,MeritRoute,adult,en,low_act_high_ev,970,4,57.5,Silver,8,65.0|60.0|50.0|50.0|50.0|70.0|50.0|50.0,63.75,Pathfinder,100.0,100.0,1,1,29.5,Expanding,POSITIVE_STANDING,PROGRESS_VISIBLE,73.65,NOT_ELIGIBLE,5,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-MST-001|ACH-TEAM-001,0,0,1,8,1,1,0,3,BLD|OPR,1,1,"{'route_proven': 'possible', 'mastery_strong': 'possible', 'not_punished_for_efficiency': 'yes'}",,PASS
SYN-0169,Synthetic 169,FlightPass,adult,ar,experienced,1205,5,77.5,Platinum,8,65.0|75.0|85.0|75.0|85.0|75.0|70.0|50.0,86.25,Specialist,100.0,100.0,1,2,63.0,Multi-Horizon,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,73.6,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-BRD-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-SEX-001,0,1,0,8,1,6,0,7,BLD|LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0170,Synthetic 170,WingPass,adult,en,new,495,3,58.33,Silver,6,40.0|0.0|75.0|85.0|0.0|50.0|50.0|50.0,37.5,Scout,83.33,49.0,0,0,27.5,Expanding,NORMAL,NOT_ELIGIBLE,45.2,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001,0,0,0,4,0,3,0,3,OPR|PRT,0,1,{'baseline': 'ok'},,PASS
SYN-0171,Synthetic 171,Expedition,adult,en,merit,1015,5,70.0,Gold,8,75.0|85.0|50.0|65.0|50.0|70.0|65.0|60.0,63.75,Pathfinder,86.0,86.0,1,1,40.75,Expanding,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,71.7,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,1,6,1,4,0,4,BLD|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0172,Synthetic 172,WingPass,adult,ar,returning,280,2,37.5,Bronze,6,60.0|0.0|0.0|15.0|10.0|40.0|50.0|50.0,42.5,Scout,86.67,49.0,0,0,5.0,Focused,POSITIVE_STANDING,NOT_ELIGIBLE,42.95,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-RET-001|ACH-TEAM-001,0,0,1,3,0,4,0,1,OPR,0,1,{'baseline': 'ok'},,PASS
SYN-0173,Synthetic 173,WingPass,minor,ar,minor_ar,485,3,62.5,Gold,6,75.0|0.0|75.0|60.0|0.0|40.0|50.0|75.0,42.5,Scout,86.67,49.0,0,0,33.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,53.45,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,4,0,3,0,3,BLD|LED|OPR,0,1,{'baseline': 'ok'},,PASS
SYN-0174,Synthetic 174,FlightPass,adult,ar,a11y_compressed,330,3,41.67,Bronze,4,40.0|0.0|0.0|75.0|85.0|0.0|0.0|50.0,37.5,Scout,76.67,49.0,0,0,33.75,Expanding,NORMAL,NOT_ELIGIBLE,36.95,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001,0,0,0,2,0,3,0,3,LED|OPR|PRT,0,1,{'baseline': 'ok'},,PASS
SYN-0175,Synthetic 175,OpenFlight,adult,en,team_passenger,185,2,26.67,Iron,3,50.0|60.0|0.0|0.0|0.0|50.0|0.0|0.0,5.0,Hatchling,0.0,0.0,0,0,33.75,Expanding,NORMAL,NOT_ELIGIBLE,12.75,NOT_ELIGIBLE,2,ACH-ACT-001|ACH-LRN-001,0,0,0,0,0,3,0,3,LED|OPR|PRT,0,0,{'full_mastery_from_team': 'no'},,PASS
SYN-0176,Synthetic 176,WingPass,adult,en,team_strong,1185,5,60.0,Gold,8,20.0|10.0|20.0|50.0|60.0|60.0|85.0|85.0,66.25,Specialist,86.0,86.0,1,1,40.75,Expanding,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,79.2,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LIVE-001|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,8,4,1,3,0,4,LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0177,Synthetic 177,Expedition,adult,en,integrity,370,3,50.83,Silver,6,65.0|60.0|50.0|50.0|0.0|40.0|0.0|40.0,37.5,Scout,95.0,49.0,0,0,27.5,Expanding,NORMAL,NOT_ELIGIBLE,45.2,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001,0,0,0,4,0,3,0,3,BLD|LED,0,1,{'baseline': 'ok'},,PASS
SYN-0178,Synthetic 178,Expedition,adult,en,popular_weak,285,2,35.83,Bronze,5,0.0|65.0|60.0|10.0|0.0|40.0|0.0|40.0,27.5,Hatchling,70.0,49.0,0,0,38.75,Expanding,NORMAL,NOT_ELIGIBLE,35.7,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,1,0,4,0,4,BLD|OPR|PRT,0,1,"{'mastery_from_popularity': 'no', 'prestige_from_popularity': 'no'}",,PASS
SYN-0179,Synthetic 179,WingPass,adult,en,steady,1030,5,68.33,Gold,6,50.0|0.0|65.0|90.0|0.0|75.0|80.0|50.0,58.75,Pathfinder,86.0,86.0,1,1,37.5,Expanding,NORMAL,PROGRESS_VISIBLE,64.05,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001,0,0,0,5,1,5,0,5,OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0180,Synthetic 180,WingPass,adult,ar,new,250,2,27.5,Iron,3,0.0|0.0|0.0|40.0|75.0|0.0|50.0|0.0,27.5,Hatchling,70.0,49.0,0,0,33.75,Expanding,NORMAL,NOT_ELIGIBLE,34.7,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,1,0,3,0,3,BLD|OPR|PRT,0,0,{'baseline': 'ok'},,PASS
SYN-0181,Synthetic 181,WingPass,adult,ar,steady,750,4,57.5,Silver,6,65.0|50.0|50.0|65.0|0.0|75.0|0.0|40.0,58.75,Pathfinder,78.33,78.33,1,1,38.75,Expanding,NORMAL,PROGRESS_VISIBLE,57.25,NOT_ELIGIBLE,5,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-MST-001,0,0,0,2,1,5,0,4,BLD|LED|OPR,1,1,{'baseline': 'ok'},,PASS
SYN-0182,Synthetic 182,FlightPass,adult,en,high_act_low_ev,890,4,61.67,Gold,8,60.0|50.0|70.0|60.0|60.0|60.0|60.0|60.0,15.0,Hatchling,0.0,0.0,0,0,65.0,Multi-Horizon,NORMAL,NOT_ELIGIBLE,24.0,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-LRN-001|ACH-TEAM-001,0,0,2,0,0,18,0,8,BLD|LED|OPR|PRT,0,1,"{'high_xp': 'yes', 'route_proven': 'no', 'title': 'no', 'prestige': 'no', 'mastery_strong': 'no'}",,PASS
SYN-0183,Synthetic 183,WingPass,adult,ar,low_act_high_ev,1035,5,60.83,Gold,8,75.0|50.0|50.0|60.0|50.0|60.0|70.0|50.0,66.25,Specialist,100.0,100.0,1,1,29.5,Expanding,POSITIVE_STANDING,PROGRESS_VISIBLE,76.15,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,2,8,1,1,0,3,LED|OPR,1,1,"{'route_proven': 'possible', 'mastery_strong': 'possible', 'not_punished_for_efficiency': 'yes'}",,PASS
SYN-0184,Synthetic 184,Expedition,adult,en,experienced,1045,5,71.67,Gold,8,65.0|75.0|60.0|50.0|60.0|70.0|85.0|75.0,86.25,Vanguard,100.0,100.0,1,2,48.75,Expanding,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,77.75,ELIGIBLE_ASCENDANT_NOMINATION,8,ACH-ACT-001|ACH-BRD-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-SEX-001|ACH-TEAM-001,0,1,1,7,1,5,0,5,BLD|LED|OPR,1,1,{'baseline': 'ok'},,PASS
SYN-0185,Synthetic 185,WingPass,adult,en,new,160,2,23.33,Iron,4,0.0|0.0|40.0|50.0|0.0|40.0|0.0|10.0,27.5,Hatchling,70.0,49.0,0,0,22.5,Focused,NORMAL,NOT_ELIGIBLE,32.45,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-TEAM-001,0,0,1,1,0,2,0,2,BLD|OPR,0,1,{'baseline': 'ok'},,PASS
SYN-0186,Synthetic 186,MeritRoute,adult,ar,merit,665,4,74.17,Gold,8,40.0|75.0|85.0|75.0|60.0|50.0|75.0|75.0,47.5,Scout,86.67,49.0,0,0,43.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,62.7,NOT_ELIGIBLE,5,ACH-ACT-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-TEAM-001,0,0,2,5,0,5,0,5,LED|OPR|PRT,0,1,{'baseline': 'ok'},,PASS
SYN-0187,Synthetic 187,Expedition,adult,ar,returning,270,2,40.83,Bronze,4,50.0|0.0|0.0|65.0|0.0|65.0|0.0|65.0,40.0,Scout,86.67,49.0,0,0,27.5,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,44.95,NOT_ELIGIBLE,5,ACH-ACT-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-RET-001,0,0,0,3,0,6,0,3,LED|OPR,0,1,{'baseline': 'ok'},,PASS
SYN-0188,Synthetic 188,FlightPass,minor,ar,minor_ar,475,3,54.17,Silver,6,0.0|65.0|10.0|65.0|60.0|85.0|0.0|40.0,47.5,Scout,76.67,49.0,0,0,38.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,47.45,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,2,2,0,5,0,4,BLD|LED|PRT,0,1,{'baseline': 'ok'},,PASS
SYN-0189,Synthetic 189,MeritRoute,adult,en,a11y_compressed,400,3,40.0,Bronze,5,0.0|40.0|0.0|65.0|10.0|0.0|75.0|50.0,45.0,Scout,95.0,49.0,0,0,27.5,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,52.45,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,3,3,0,3,0,3,OPR|PRT,0,1,{'baseline': 'ok'},,PASS
SYN-0190,Synthetic 190,FlightPass,adult,en,team_passenger,140,2,17.5,Iron,2,0.0|0.0|0.0|65.0|0.0|0.0|40.0|0.0,37.5,Scout,85.0,49.0,0,0,5.0,Focused,NORMAL,NOT_ELIGIBLE,31.2,NOT_ELIGIBLE,2,ACH-ACT-001|ACH-EVD-001,0,0,0,2,0,1,0,1,BLD,0,0,{'full_mastery_from_team': 'no'},,PASS
SYN-0191,Synthetic 191,FlightPass,adult,en,team_strong,1335,5,70.83,Gold,8,50.0|60.0|60.0|70.0|70.0|80.0|85.0|60.0,66.25,Specialist,86.0,86.0,1,1,45.75,Expanding,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,80.2,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LIVE-001|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,7,5,1,4,0,5,BLD|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0192,Synthetic 192,OpenFlight,adult,ar,integrity,360,3,53.33,Silver,7,0.0|40.0|50.0|50.0|50.0|50.0|50.0|70.0,42.5,Scout,95.0,49.0,0,0,33.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,48.7,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,3,0,4,0,3,BLD|LED|OPR,0,1,{'baseline': 'ok'},,PASS
SYN-0193,Synthetic 193,MeritRoute,adult,en,popular_weak,215,2,39.17,Bronze,4,0.0|40.0|70.0|75.0|50.0|0.0|0.0|0.0,27.5,Hatchling,70.0,49.0,0,0,32.5,Expanding,NORMAL,NOT_ELIGIBLE,34.45,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,1,0,4,0,4,BLD|OPR,0,1,"{'mastery_from_popularity': 'no', 'prestige_from_popularity': 'no'}",,PASS
SYN-0194,Synthetic 194,WingPass,adult,en,steady,810,4,55.0,Silver,6,75.0|50.0|50.0|80.0|0.0|60.0|15.0|0.0,58.75,Pathfinder,81.67,81.67,1,1,43.75,Expanding,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,64.0,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001,0,0,0,3,1,3,0,5,BLD|LED|OPR,1,1,{'baseline': 'ok'},,PASS
SYN-0195,Synthetic 195,WingPass,adult,en,new,110,2,23.33,Iron,4,40.0|50.0|0.0|0.0|10.0|0.0|0.0|40.0,10.0,Hatchling,30.0,30.0,0,0,5.0,Focused,POSITIVE_STANDING,NOT_ELIGIBLE,23.0,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-TEAM-001,0,0,1,0,0,1,0,1,LED,0,1,{'baseline': 'ok'},,PASS
SYN-0196,Synthetic 196,FlightPass,adult,ar,steady,950,4,75.0,Platinum,7,75.0|50.0|75.0|75.0|0.0|75.0|65.0|85.0,58.75,Pathfinder,85.0,85.0,1,1,43.75,Expanding,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,65.0,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001,0,0,0,3,1,5,0,5,BLD|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0197,Synthetic 197,OpenFlight,adult,en,high_act_low_ev,680,4,58.33,Silver,8,50.0|60.0|60.0|50.0|60.0|60.0|60.0|50.0,15.0,Hatchling,0.0,0.0,0,0,70.0,Integrated,NORMAL,NOT_ELIGIBLE,27.5,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-LRN-001|ACH-TEAM-001,0,0,3,0,0,18,0,9,BLD|LED|OPR|PRT,0,1,"{'high_xp': 'yes', 'route_proven': 'no', 'title': 'no', 'prestige': 'no', 'mastery_strong': 'no'}",,PASS
SYN-0198,Synthetic 198,OpenFlight,adult,en,low_act_high_ev,890,4,53.33,Silver,8,50.0|10.0|40.0|50.0|50.0|70.0|50.0|50.0,66.25,Specialist,100.0,100.0,1,1,29.5,Expanding,POSITIVE_STANDING,PROGRESS_VISIBLE,76.15,NOT_ELIGIBLE,5,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-MST-001|ACH-TEAM-001,0,0,2,6,1,1,0,3,LED|OPR,1,1,"{'route_proven': 'possible', 'mastery_strong': 'possible', 'not_punished_for_efficiency': 'yes'}",,PASS
SYN-0199,Synthetic 199,Expedition,adult,ar,experienced,965,4,70.83,Gold,7,0.0|40.0|75.0|75.0|60.0|70.0|60.0|85.0,86.25,Specialist,100.0,100.0,1,2,68.0,Multi-Horizon,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,74.6,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-BRD-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-SEX-001,0,1,0,5,1,5,0,8,BLD|LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0200,Synthetic 200,FlightPass,adult,en,new,330,3,30.0,Iron,3,50.0|0.0|0.0|65.0|0.0|0.0|0.0|65.0,30.0,Hatchling,66.67,49.0,0,0,27.5,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,40.45,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,2,1,0,3,0,3,BLD|PRT,0,0,{'baseline': 'ok'},,PASS
SYN-0201,Synthetic 201,WingPass,adult,en,merit,865,4,51.67,Silver,6,65.0|0.0|50.0|0.0|50.0|20.0|40.0|85.0,63.75,Pathfinder,86.0,86.0,1,1,45.75,Expanding,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,72.7,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,1,4,1,3,0,5,LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0202,Synthetic 202,WingPass,adult,en,returning,280,2,39.17,Bronze,5,10.0|0.0|0.0|0.0|75.0|50.0|50.0|50.0,37.5,Scout,86.67,49.0,0,0,22.5,Focused,POSITIVE_STANDING,NOT_ELIGIBLE,48.7,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-RET-001,0,0,0,4,0,4,0,2,LED|OPR,0,1,{'baseline': 'ok'},,PASS
SYN-0203,Synthetic 203,FlightPass,minor,ar,minor_ar,340,3,40.83,Bronze,5,0.0|50.0|0.0|10.0|0.0|40.0|85.0|60.0,30.0,Hatchling,66.67,49.0,0,0,33.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,41.7,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,2,1,0,3,0,3,BLD|LED|OPR,0,1,{'baseline': 'ok'},,PASS
SYN-0204,Synthetic 204,MeritRoute,adult,en,a11y_compressed,360,3,40.83,Bronze,5,50.0|85.0|0.0|10.0|0.0|0.0|40.0|60.0,45.0,Scout,80.0,49.0,0,0,5.0,Focused,POSITIVE_STANDING,NOT_ELIGIBLE,43.2,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,3,2,0,1,0,1,PRT,0,1,{'baseline': 'ok'},,PASS
SYN-0205,Synthetic 205,WingPass,adult,en,team_passenger,75,1,21.67,Iron,3,40.0|0.0|0.0|0.0|40.0|50.0|0.0|0.0,5.0,Hatchling,15.0,15.0,0,0,22.5,Focused,NORMAL,NOT_ELIGIBLE,15.0,NOT_ELIGIBLE,2,ACH-ACT-001|ACH-EVD-001,0,0,0,0,0,2,0,2,OPR|PRT,0,0,{'full_mastery_from_team': 'no'},,PASS
SYN-0206,Synthetic 206,Expedition,adult,ar,team_strong,1210,5,60.83,Gold,8,65.0|10.0|60.0|75.0|85.0|40.0|40.0|20.0,66.25,Specialist,86.0,86.0,1,1,29.5,Expanding,POSITIVE_STANDING,PROGRESS_VISIBLE,76.95,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LIVE-001|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,7,3,1,5,0,3,OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0207,Synthetic 207,WingPass,adult,en,integrity,665,4,65.0,Gold,8,75.0|50.0|85.0|60.0|60.0|50.0|60.0|50.0,47.5,Scout,95.0,49.0,0,0,27.5,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,59.45,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,2,5,0,5,0,3,LED|PRT,0,1,{'baseline': 'ok'},,PASS
SYN-0208,Synthetic 208,FlightPass,adult,en,popular_weak,270,2,45.0,Silver,5,0.0|0.0|40.0|0.0|50.0|60.0|60.0|60.0,7.5,Hatchling,0.0,0.0,0,0,33.75,Expanding,NORMAL,NOT_ELIGIBLE,12.75,NOT_ELIGIBLE,2,ACH-ACT-001|ACH-LRN-001,0,0,0,0,0,5,0,3,LED|OPR|PRT,0,1,"{'mastery_from_popularity': 'no', 'prestige_from_popularity': 'no'}",,PASS
SYN-0209,Synthetic 209,Expedition,adult,en,steady,845,4,64.17,Gold,6,40.0|85.0|50.0|60.0|0.0|75.0|75.0|0.0,58.75,Pathfinder,83.33,83.33,1,1,50.0,Multi-Horizon,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,65.75,NOT_ELIGIBLE,5,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001,0,0,0,3,1,4,0,5,BLD|LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0210,Synthetic 210,OpenFlight,adult,ar,new,260,2,29.17,Iron,4,0.0|50.0|75.0|0.0|40.0|10.0|0.0|0.0,27.5,Hatchling,70.0,49.0,0,0,22.5,Focused,NORMAL,NOT_ELIGIBLE,32.45,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,1,0,3,0,2,OPR|PRT,0,1,{'baseline': 'ok'},,PASS
SYN-0211,Synthetic 211,MeritRoute,adult,en,steady,910,4,75.0,Platinum,7,65.0|75.0|50.0|80.0|0.0|60.0|85.0|85.0,58.75,Pathfinder,83.33,83.33,1,1,37.5,Expanding,NORMAL,PROGRESS_VISIBLE,58.5,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001,0,0,0,2,1,6,0,5,LED|OPR,1,1,{'baseline': 'ok'},,PASS
SYN-0212,Synthetic 212,FlightPass,adult,en,high_act_low_ev,540,3,58.33,Silver,8,50.0|50.0|60.0|60.0|60.0|60.0|60.0|50.0,12.5,Hatchling,0.0,0.0,0,0,75.0,Integrated,NORMAL,NOT_ELIGIBLE,23.5,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,0,0,18,0,10,BLD|LED|OPR|PRT,0,1,"{'high_xp': 'yes', 'route_proven': 'no', 'title': 'no', 'prestige': 'no', 'mastery_strong': 'no'}",,PASS
